QKEY,INTERVIEW_START_W146,INTERVIEW_END_W146,DEVICE_TYPE_W146,LANG_W146,FORM_W146,CONVFAM_POL_W146,CONVFAM_JOB_W146,CONVFAM_MDIA_W146,CONVFAM_RLG_W146,CONVFAM_SPRT_W146,CONVFAM_HLTH_W146,CONVFAM_NAT_W146,CONVFAM_LOC_W146,CONVFAM_FAM_W146,CONVFAM_CELEB_W146,CONVFAM_MONEY_W146,CONVFAM_PETS_W146,POL1JB_W146,POL1JBSTR_W146,CAMPNII_W146,PRZCMPGN_W146,MATTERS_W146,VOTEGEN_W146,VOTEGEN3_W146,QUALPRES_TRMP_MF_W146,QUALPRES_TRMP_PHY_W146,QUALPRES_TRMP_ADV_W146,QUALPRES_TRMP_ETH_W146,QUALPRES_TRMP_RSP_W146,QUALPRES_BDN_MF_W146,QUALPRES_BDN_PHY_W146,QUALPRES_BDN_ADV_W146,QUALPRES_BDN_ETH_W146,QUALPRES_BDN_RSP_W146,ELECTFTIGUE_W146,CMFRT_LIST_PRN_W146,CMFRT_LIST_ENG_W146,CMFRT_LIST_PRY_W146,CMFRT_LIST_MDN_W146,GOVSIZE1_W146,GOVT_ROLE_W146,USEXCEPT_W146,REGULATE_W146,ALLIES_W146,DISCRIM_W146,USASOLVE_W146,GOVWASTE_W146,RELIG_GOV_W146,DIVERSEPOP_MOD_W146,POLICY3MOD_W146,PRESGOODTRUMP_W146,PRESGOODBIDEN_W146,OPENIDEN_W146,NECCGOD_W146,BUSPROFIT_W146,GAINS_W146,ACTIVE_W146,GOVNEEDY_W146,MARRFAM_W146,US_ACTIVE_W146,TRANSGEND1_W146,AMDREAM1_W146,AMDREAMPOSS_W146,CONCEDE_W146,IVF_GDBD_W146,RGHTCNTRL_W146,GUNIMPCT_W146,BUSPOWER3_W146,POORASSIST_W146,SUPERPWR_W146,SOCIETY_SSM_W146,SOCIETY_RELG_W146,SOCIETY_LGB_W146,SOCIETY_WHT_W146,SOCIETY_EC_W146,SOCIETY_BC_W146,SOCIETY_THER_W146,SOCIETY_CHILD_W146,SOCIETY_AI_W146,SOCIETY_GUNS_W146,PROBOFF_a_W146,PROBOFF_b_W146,POLINTOL2_REP_W146,POLINTOL2_DEM_W146,ABRTLGL_W146,ABORTION3_W146,ABORTION4_W146,ABRTN_MED_W146,POLIMPT_SFE_W146,POLIMPT_RGHT_W146,POLIMPT_RCL_W146,POLIMPT_RESP_W146,GLBLZE_W146,GLBLZEREV_W146,GLBLZESUM_W146,RACESURV17_W146,CLMSRS1_W146,FIN_SIT_W146,ABRTVIEW_a_W146,ABRTVIEW_b_W146,ABRTVIEW_c_W146,LGLSTATUS_W146,NATLDPRT_W146,LGL_CITIZPRENSHIP_W146,LAWCOST_W146,ECONFAIR_W146,WOMENOBS_W146,GOVAID_W146,SUCCINLIFE_W146,GOODEVIL_W146,CRIMJUST_TGH_W146,MILSAFE_W146,WHADVANT_W146,AMHIST_FAIL_W146,AMHIST_SUCC_W146,GOVTHC_W146,SNGLPYER_W146,NOGOVTHC_W146,SOCSEC_FUT_W146,SOCSEC_RED_W146,SOCSEC_KEEP_W146,DTINDICTHRD_W146,DTINDICTLGL_W146,RPLC_W146,SEEKPOL_W146,SOURCEPOL_W146,AGEATTN1_a_W146,AGEATTN1_b_W146,AGEATTN2_a_W146,AGEATTN2_b_W146,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,HORSE_W146,HORSE_W151,WEIGHT_W146,WEIGHT_W146_W151
202201009658,2024-04-09T17:28:48Z,2024-04-09T17:38:33Z,1,1,2,,,,,,,2,2,1,3,2,2,2,1,1,,1,1,,2,1,2,3,3,5,5,4,5,5,1,,,2,1,1,,2,,,,1,2,1,1,1,2,5,2,,,,1,2,2,,1,,1,1,1,,1,,3,,,,5,3,,,,3,2,3,,,3,1,1,3,,1,1,2,1,1,2,,2,3,4,1,1,,5,1,1,,,,,1,2,2,,1,4,,,,,,2,,2,,,1,2,2,,,2,3,1,4,9,3,4,1,1,6,2,,1,1,1,1,1,10,,3,6,1,,1,1,1,9,2,2,2,3,1,1,0.6872367750861055,0.33587187214990355
202201009684,2024-04-09T17:27:51Z,2024-04-09T18:15:13Z,2,1,2,,,,,,,2,1,1,1,2,2,1,2,2,,1,2,,4,3,5,5,5,3,2,2,2,1,2,,,2,1,2,,3,,,,2,2,1,1,1,5,3,1,,,,1,1,2,,2,,1,1,1,,2,,1,,,,1,3,,,,3,4,5,,,1,1,2,3,,1,1,1,1,4,1,,1,2,1,1,1,,4,2,,1,,,,2,2,2,,3,2,,,,,,2,,1,,,1,1,2,,,3,2,1,2,3,1,1,2,1,5,1,1,1,4,3,1,2,10,,3,5,2,,2,4,1,9,5,1,2,2,2,2,1.190833961208602,0.843146722269477
202201009712,2024-04-09T20:17:31Z,2024-04-09T20:30:09Z,2,1,1,3,1,2,3,2,1,,,,,,,2,2,,3,3,,,4,3,5,5,5,5,5,4,3,3,2,1,1,,,,1,2,1,2,2,,,,1,3,4,4,1,1,2,2,,,,1,2,2,,2,,2,,2,,1,3,3,,,2,1,1,,,,1,1,,,2,1,2,,,,,,,1,2,2,1,1,1,5,,1,2,,2,1,1,,,,3,,,3,3,1,1,,,,,5,1,,2,6,3,1,,,1,3,5,1,3,1,1,6,2,,2,3,5,4,1,8,,4,4,3,2,2,3,3,9,3,1,2,3,,,0.6828033774341076,
202201009721,2024-04-09T21:20:42Z,2024-04-09T21:38:06Z,2,1,2,,,,,,,2,3,2,3,3,3,1,1,4,,3,3,1,5,4,5,4,4,3,3,2,3,3,2,,,1,2,1,,1,,,,1,2,1,3,1,4,2,1,,,,1,1,1,,1,,1,2,1,,2,,3,,,,3,3,,,,3,3,4,,,2,2,2,2,,1,1,3,2,3,1,,1,2,3,1,3,,4,2,,1,,,,2,2,1,,1,2,,,,,,2,,2,,,2,2,6,,,2,2,1,2,3,2,3,1,1,5,2,,1,2,2,1,3,1,1,1,2,3,2,2,3,1,5,3,1,1,2,1,2,0.13491013096146676,0.2540729662001633
202201009754,2024-04-11T09:45:13Z,2024-04-11T10:36:12Z,3,1,1,2,3,2,3,3,2,,,,,,,1,1,,1,1,2,,5,5,5,5,5,1,1,1,1,1,1,2,2,,,,1,3,1,2,1,,,,1,1,5,2,1,1,1,2,,,,4,2,3,,1,,2,,2,,2,1,99,,,5,1,1,,,,1,1,,,1,4,2,,,,,,,1,2,1,1,4,1,5,,2,,2,2,1,2,,,,99,,,1,1,1,1,,,,,1,1,,1,2,1,2,,,1,2,3,1,4,3,3,2,2,,1,99,99,1,6,12,,3,6,3,2,2,3,1,1,3,5,2,99,2,2,0.8760889763201908,1.3310141837480765
202201009815,2024-04-11T13:29:21Z,2024-04-11T13:49:52Z,1,1,1,3,2,2,2,2,2,,,,,,,1,2,,3,3,2,,3,3,4,4,2,4,3,3,3,3,2,2,1,,,,2,2,1,2,2,,,,1,1,3,3,2,2,2,2,,,,4,1,2,,2,,2,,3,,2,5,4,,,1,2,1,,,,1,1,,,3,3,1,,,,,,,1,2,2,2,2,3,2,,1,1,,2,1,2,,,,2,,,2,3,2,,2,,,,5,1,,1,3,1,2,,,1,2,4,1,3,1,2,3,2,,1,2,2,1,6,11,1,4,5,2,,2,3,1,1,3,2,2,1,2,,0.21739746534829765,
202201009824,2024-04-09T18:13:44Z,2024-04-09T18:31:13Z,2,1,1,1,2,2,2,2,3,,,,,,,2,1,,1,1,1,,1,2,1,1,1,5,5,5,5,5,1,2,2,,,,2,2,2,2,1,,,,1,1,1,5,2,1,2,2,,,,2,1,1,,1,,1,,2,,1,1,4,,,5,1,2,,,,1,1,,,3,2,3,,,,,,,1,2,4,5,1,2,3,,1,1,,1,1,2,,,,2,,,1,1,1,2,,,,,3,3,,1,2,3,2,,,1,3,5,2,4,2,2,3,2,,1,1,1,1,5,1,2,1,2,1,,1,1,1,4,2,2,1,2,1,,0.7606679660649852,
202201009832,2024-04-14T16:05:11Z,2024-04-14T16:17:55Z,2,1,1,3,1,1,3,1,2,,,,,,,2,1,,3,3,,,2,1,3,3,4,4,4,4,3,3,2,2,2,,,,2,1,2,2,2,,,,1,1,1,4,2,1,1,2,,,,4,1,1,,2,,1,,2,,1,3,3,,,2,1,2,,,,1,1,,,2,2,2,,,,,,,1,2,3,2,2,3,4,,1,1,,1,1,1,,,,1,,,2,2,1,2,,,,,4,2,,2,2,3,1,,,2,2,3,3,2,2,2,3,2,,1,1,1,1,6,1,2,1,6,4,1,1,2,3,6,3,1,2,2,,,1.1350731779264542,1.0647661935617072
202201009877,2024-04-09T19:43:19Z,2024-04-09T19:48:14Z,2,1,1,2,1,2,2,1,1,,,,,,,2,1,,1,1,1,,1,1,1,1,1,4,4,5,5,5,1,1,1,,,,1,2,2,1,1,,,,3,2,1,5,1,2,2,2,,,,1,1,2,,2,,1,,2,,2,3,2,,,2,3,3,,,,2,1,,,4,3,2,,,,,,,2,1,1,2,1,1,2,,2,,1,1,2,1,,,,3,,,3,2,1,2,,,,,1,2,,2,1,3,3,,,1,3,5,1,2,1,2,4,1,1,1,2,3,1,2,12,,3,5,2,,2,3,1,5,1,1,1,2,1,,0.14792172286978666,
202201009937,2024-04-09T22:58:22Z,2024-04-09T23:10:35Z,2,1,2,,,,,,,1,2,2,3,2,3,2,2,2,,4,3,2,5,5,5,5,5,2,5,2,3,1,2,,,2,2,1,,2,,,,2,1,1,2,3,5,4,1,,,,1,2,2,,1,,2,1,1,,2,,2,,,,4,5,,,,2,5,5,,,2,2,2,1,,1,2,3,3,1,1,,1,4,3,2,1,,4,1,1,,,,,1,2,2,,1,2,,,,,,2,,1,,,1,2,2,,,3,1,1,3,6,2,2,1,2,3,2,,1,1,1,1,6,5,,4,6,3,2,2,3,1,8,3,2,2,3,2,2,1.0939882628199327,0.8475463955582997
202201010018,2024-04-09T18:29:13Z,2024-04-09T18:42:16Z,2,1,1,2,1,1,2,2,1,,,,,,,1,2,,3,2,3,2,4,4,4,4,4,3,3,3,3,3,2,1,1,,,,1,2,1,2,1,,,,3,3,3,3,2,2,1,2,,,,3,2,2,,1,,2,,2,,1,1,3,,,3,2,2,,,,1,1,,,4,3,3,,,,,,,1,2,1,3,4,1,1,,1,1,,2,1,2,,,,2,,,3,3,1,2,,,,,3,1,,2,3,2,1,,,1,1,2,1,2,1,1,5,2,,1,2,2,1,2,6,,4,5,4,99,9,9,1,3,99,2,2,99,2,2,0.9395567829805782,0.49981326447372765
202201010026,2024-04-10T19:39:25Z,2024-04-10T20:09:20Z,1,1,2,,,,,,,1,1,1,2,2,2,1,1,2,,1,2,,5,5,5,5,5,2,2,1,1,1,1,,,1,1,2,,2,,,,2,2,1,3,1,5,2,1,,,,1,1,2,,1,,1,1,1,,2,,3,,,,3,3,,,,4,3,5,,,2,1,3,3,,3,1,2,1,2,2,,2,1,1,2,4,,1,2,,1,,,,2,1,2,,1,1,,,,,,2,,2,,,2,1,2,,,2,2,1,2,3,1,4,2,1,6,2,,1,2,2,1,5,2,2,2,2,2,,2,3,1,4,3,2,1,2,2,,0.18239998997876472,
202201010030,2024-04-09T18:19:08Z,2024-04-09T18:37:03Z,2,1,2,,,,,,,3,3,3,3,3,3,2,2,3,,4,,2,3,3,3,3,3,3,3,3,3,3,2,,,1,2,1,,2,,,,1,2,2,3,2,3,3,1,,,,1,1,2,,2,,1,2,3,,2,,1,,,,3,3,,,,3,3,3,,,3,3,4,2,,3,3,3,3,3,2,,2,3,3,3,3,,3,2,,2,,,,2,2,2,,3,2,,,,,,2,,1,,,1,2,6,,,1,1,1,3,7,1,2,2,3,2,2,,1,2,2,1,6,12,,3,3,4,1,1,2,3,1,3,3,2,1,,,0.9244595801572209,1.143948841945068
202201010078,2024-04-14T02:40:41Z,2024-04-14T03:01:00Z,2,1,1,1,1,2,1,2,1,,,,,,,2,2,,2,1,1,,2,2,2,2,3,4,4,3,4,3,2,1,1,,,,1,3,1,1,1,,,,3,1,2,3,1,2,1,2,,,,2,1,2,,2,,2,,2,,2,5,4,,,4,1,2,,,,2,2,,,2,3,2,,,,,,,2,1,3,1,2,3,5,,1,1,,2,1,2,,,,2,,,1,3,1,2,,,,,3,3,,2,2,2,3,,,1,3,5,1,2,2,1,5,2,,1,2,2,1,6,1,2,1,5,1,,1,1,1,3,2,1,1,2,1,,0.13222502305255435,
202201010100,2024-04-09T23:17:12Z,2024-04-09T23:27:43Z,2,1,1,2,2,1,2,2,1,,,,,,,2,1,,1,1,1,,1,2,2,2,1,5,5,4,5,4,1,2,1,,,,2,1,2,2,2,,,,3,3,1,5,1,1,2,2,,,,2,1,2,,1,,2,,3,,1,5,3,,,2,1,2,,,,1,2,,,3,3,3,,,,,,,2,1,3,1,2,3,1,,1,1,,2,1,1,,,,3,,,3,3,2,,2,,,,4,4,,2,2,3,3,,,1,3,5,2,3,2,2,3,2,,1,1,1,1,1,2,2,2,5,1,,1,2,1,8,3,2,2,2,1,1,0.7839153222980911,0.6035982201090866
202201010189,2024-04-09T18:59:34Z,2024-04-09T19:06:43Z,2,1,2,,,,,,,1,1,1,3,2,2,1,2,2,,1,2,,5,5,5,5,5,4,3,3,3,1,2,,,1,1,2,,2,,,,2,1,1,1,1,5,2,1,,,,1,1,2,,2,,3,1,1,,2,,1,,,,3,3,,,,4,3,5,,,1,1,1,2,,1,1,2,1,2,1,,1,1,1,2,1,,5,2,,2,,,,1,1,2,,1,2,,,,,,2,,1,,,1,2,2,,,3,2,1,3,5,1,2,1,1,6,2,,1,1,1,1,1,9,,3,5,3,2,2,4,1,9,4,2,1,2,2,2,0.6068054778901931,0.431729107253096
202201010237,2024-04-09T17:57:40Z,2024-04-09T19:00:50Z,2,1,1,2,1,1,2,3,2,,,,,,,2,1,,99,99,,1,4,4,4,4,4,99,99,99,99,99,1,99,99,,,,99,3,99,99,1,,,,3,1,4,4,1,1,1,2,,,,99,99,3,,99,,99,,2,,99,3,3,,,1,1,1,,,,99,1,,,2,99,99,,,,,,,99,99,1,1,2,2,99,,2,,2,2,99,2,,,,1,,,1,1,1,99,,,,,4,1,,2,3,99,99,,,1,2,3,3,1,2,3,2,2,,1,2,2,1,6,12,,3,6,4,99,9,9,3,1,99,1,2,99,,,2.091418136804017,1.3132086555006002
202201010393,2024-04-09T18:55:30Z,2024-04-11T07:57:50Z,2,1,1,2,1,1,3,1,1,,,,,,,1,2,,1,1,2,,4,4,4,5,4,4,4,3,2,2,2,1,1,,,,1,2,1,1,1,,,,1,1,4,3,1,1,1,2,,,,2,2,2,,1,,2,,2,,2,1,3,,,1,1,1,,,,2,1,,,1,2,2,,,,,,,2,1,2,1,2,1,4,,2,,1,2,1,2,,,,1,,,1,1,1,1,,,,,3,1,,2,2,3,3,,,1,3,5,1,1,1,3,2,2,,1,4,4,1,6,1,1,1,4,2,,2,4,1,2,4,1,2,1,2,2,3.913262727755564,3.294661728545338
202201010429,2024-04-10T16:27:41Z,2024-04-10T16:44:25Z,1,1,2,,,,,,,1,2,1,2,2,2,1,1,1,,1,2,,5,3,5,5,5,3,3,2,2,1,2,,,1,1,2,,2,,,,2,2,1,1,3,5,2,1,,,,1,2,2,,1,,1,1,1,,2,,3,,,,3,3,,,,3,4,5,,,2,2,2,3,,1,1,2,2,2,2,,2,2,2,1,1,,5,1,2,,,,,2,2,2,,3,1,,,,,,2,,2,,,1,1,2,,,3,2,1,2,3,1,4,1,1,5,2,,1,2,2,1,6,1,2,1,5,2,,2,3,1,6,3,2,2,2,2,,0.12025753518542172,
202201010443,2024-04-09T17:38:44Z,2024-04-09T17:48:26Z,2,1,1,3,1,2,3,3,2,,,,,,,2,1,,2,2,,1,4,3,3,4,5,5,5,4,4,4,2,2,1,,,,2,3,2,1,2,,,,1,3,3,4,1,1,1,2,,,,3,1,2,,1,,1,,2,,1,3,3,,,4,1,2,,,,1,1,,,2,3,1,,,,,,,1,2,3,2,2,3,2,,2,,2,2,1,2,,,,2,,,1,1,2,,2,,,,5,4,,2,6,1,1,,,1,3,5,3,3,2,2,3,2,,1,4,4,1,2,12,,3,6,3,2,2,3,3,4,3,1,1,2,,,0.6880060025855433,
202201010474,2024-04-09T18:07:57Z,2024-04-09T18:22:57Z,1,1,2,,,,,,,1,1,2,2,1,2,2,1,3,,1,1,,2,3,3,3,3,5,4,4,4,3,1,,,1,2,2,,2,,,,1,2,1,1,3,1,3,1,,,,2,1,1,,1,,1,2,1,,1,,1,,,,3,3,,,,3,4,3,,,2,2,1,4,,1,1,1,1,1,2,,2,1,1,4,1,,1,1,1,,,,,2,2,1,,3,2,,,,,,2,,1,,,3,1,3,,,2,2,1,3,5,1,2,1,3,2,2,,1,2,2,1,2,1,2,1,5,3,2,2,3,1,1,3,2,2,1,1,1,1.8064723095065205,2.2956995018294397
202201010519,2024-04-12T12:17:13Z,2024-04-12T12:35:17Z,1,1,2,,,,,,,2,2,1,2,2,2,2,1,2,,1,3,1,2,1,1,2,1,5,4,5,3,4,2,,,1,2,1,,1,,,,2,1,1,3,3,3,4,1,,,,2,2,1,,1,,1,2,1,,1,,2,,,,4,4,,,,4,2,3,,,4,1,3,3,,3,1,2,1,1,1,,1,3,4,1,5,,2,1,1,,,,,1,2,1,,1,3,,,,,,1,1,,,,4,1,2,,,2,3,1,3,5,2,2,1,1,5,2,,1,1,1,1,1,9,,3,6,1,,1,2,1,9,3,1,1,3,1,,0.6552866489523417,
202201010536,2024-04-10T10:47:43Z,2024-04-10T11:12:40Z,1,1,1,2,2,2,1,1,2,,,,,,,99,,,2,1,,,3,3,2,3,2,4,4,4,3,4,1,2,1,,,,1,99,1,1,99,,,,1,1,2,3,1,2,2,1,,,,1,1,99,,1,,1,,2,,1,5,3,,,3,3,1,,,,1,1,,,99,3,99,,,,,,,1,2,1,2,2,3,4,,2,,2,1,1,1,,,,3,,,3,1,1,1,,,,,3,4,,1,6,3,1,,,2,3,5,1,2,2,2,4,2,,1,2,2,1,6,1,1,1,6,3,2,2,3,3,1,3,1,1,1,,,0.23304948060803496,0.6348986575344235
202201010614,2024-04-09T20:28:49Z,2024-04-09T21:02:41Z,2,1,2,,,,,,,1,2,1,2,1,3,2,1,2,,2,,2,4,4,5,2,1,5,5,5,5,5,1,,,2,1,2,,3,,,,1,1,1,1,1,5,5,1,,,,2,1,2,,2,,3,1,1,,2,,1,,,,1,1,,,,1,5,5,,,4,4,1,1,,1,1,2,1,5,2,,2,1,1,3,1,,5,2,,1,,,,2,1,1,,3,1,,,,,,2,,1,,,1,1,2,,,3,2,1,3,6,1,1,2,3,2,2,,1,2,2,1,6,9,,3,6,4,2,2,4,2,3,4,1,2,2,,,1.882390361745485,1.2669828673623031
202201010724,2024-04-09T18:07:56Z,2024-04-11T14:13:51Z,2,1,2,,,,,,,1,1,1,1,1,2,1,2,2,,1,2,,5,5,5,5,5,3,5,2,3,3,1,,,1,2,2,,3,,,,2,2,1,1,1,4,2,1,,,,2,1,1,,1,,1,1,3,,2,,1,,,,2,3,,,,5,4,5,,,3,3,1,4,,1,1,1,1,2,2,,2,1,1,3,1,,5,2,,1,,,,2,2,2,,1,1,,,,,,2,,1,,,1,1,2,,,2,2,1,1,2,2,2,2,2,4,2,,1,2,2,1,6,1,1,1,4,2,,2,4,1,5,4,1,1,2,2,,0.22213675295239357,
202201010734,2024-04-09T20:23:52Z,2024-04-09T20:38:29Z,2,1,2,,,,,,,1,2,2,3,3,2,1,1,2,,1,2,,5,5,5,5,5,1,1,1,1,1,2,,,1,1,2,,2,,,,1,2,1,1,1,5,2,1,,,,1,1,2,,2,,2,1,1,,2,,1,,,,3,3,,,,3,4,5,,,1,3,1,1,,1,1,2,1,3,1,,1,1,1,1,1,,5,2,,1,,,,2,1,1,,1,1,,,,,,2,,1,,,2,2,2,,,3,1,1,3,7,1,4,2,1,6,2,,1,2,2,1,3,1,1,1,4,2,,2,4,1,7,5,2,1,3,2,2,0.17418753914948173,0.25115594898206134
202201010796,2024-04-09T17:34:26Z,2024-04-10T10:12:32Z,2,1,1,3,3,1,3,1,3,,,,,,,2,1,,4,1,,,1,1,1,1,3,5,5,5,5,5,2,2,1,,,,1,2,2,1,2,,,,1,2,1,5,1,1,2,2,,,,5,1,3,,4,,1,,3,,1,3,3,,,1,1,1,,,,1,1,,,2,3,3,,,,,,,1,2,4,1,1,1,4,,1,1,,2,1,1,,,,3,,,1,1,2,,1,,,,5,3,,2,6,3,3,,,1,3,5,2,2,2,2,3,2,,1,1,1,1,1,2,2,2,6,1,,1,1,3,4,2,1,2,2,,,1.1765400083597577,1.353885210262338
202201010918,2024-04-09T18:58:20Z,2024-04-09T19:10:32Z,2,1,2,,,,,,,2,2,2,3,1,3,2,1,3,,1,,,2,2,3,2,2,5,5,5,5,5,2,,,1,1,99,,2,,,,2,1,1,2,1,2,3,2,,,,1,2,2,,1,,2,1,3,,1,,1,,,,4,3,,,,2,4,4,,,2,2,4,4,,2,2,4,2,2,2,,2,3,2,2,5,,2,1,1,,,,,2,1,2,,1,2,,,,,,2,,1,,,3,2,3,,,2,3,1,3,5,2,4,2,3,2,2,,1,1,1,1,3,1,1,1,5,1,,1,1,3,4,2,3,2,2,,,0.7978931156090925,
202201010986,2024-04-10T12:10:49Z,2024-04-10T12:53:24Z,2,1,2,,,,,,,2,2,2,2,3,3,1,1,1,,1,2,,4,4,5,5,5,1,1,1,1,1,1,,,1,2,2,,1,,,,1,2,2,1,1,5,1,1,,,,1,1,1,,1,,1,1,1,,1,,1,,,,5,3,,,,5,1,3,,,1,1,1,4,,1,1,2,1,1,1,,1,1,1,1,1,,4,1,1,,,,,2,1,1,,1,1,,,,,,2,,2,,,1,2,2,,,2,1,1,1,2,1,4,1,2,3,2,,1,2,2,1,1,1,1,1,3,2,,2,4,1,9,4,2,1,3,2,,0.1317679481151836,
202201010987,2024-04-10T19:49:56Z,2024-04-10T20:02:55Z,1,1,2,,,,,,,1,2,1,3,2,2,2,2,3,,4,3,2,5,5,5,5,5,5,4,4,4,3,2,,,2,1,2,,2,,,,2,1,1,3,3,5,3,1,,,,2,1,2,,2,,2,4,3,,2,,1,,,,1,2,,,,2,3,3,,,2,3,1,4,,1,1,1,1,1,2,,2,2,1,2,1,,5,2,,1,,,,2,2,1,,3,2,,,,,,2,,1,,,1,1,2,,,3,1,1,1,2,3,1,3,2,3,1,1,1,3,3,1,6,10,,3,6,3,2,2,3,1,1,3,1,2,1,2,2,0.6157428906245672,2.072342622242736
202201011039,2024-04-09T17:50:23Z,2024-04-09T18:03:30Z,2,1,1,2,1,1,2,1,2,,,,,,,1,1,,2,2,2,,3,3,4,5,3,3,3,2,1,1,1,1,1,,,,1,2,1,1,2,,,,1,1,4,2,1,2,1,1,,,,2,2,2,,1,,1,,2,,2,2,4,,,1,1,1,,,,2,2,,,2,4,3,,,,,,,2,1,2,2,2,3,4,,2,,2,2,2,1,,,,3,,,2,2,1,2,,,,,3,2,,1,4,2,1,,,1,3,5,2,1,1,1,5,2,,1,2,2,1,6,1,2,1,5,2,,2,4,1,9,4,1,2,2,2,2,1.2111657481214813,1.3839557813821957
202201011068,2024-04-09T20:25:51Z,2024-04-09T22:22:07Z,2,1,1,2,3,3,2,2,3,,,,,,,1,1,,3,4,2,,3,3,5,4,4,5,3,1,4,5,1,2,1,,,,1,2,2,2,2,,,,1,2,3,3,2,2,1,2,,,,4,2,1,,2,,2,,1,,2,3,5,,,5,3,3,,,,3,2,,,4,1,2,,,,,,,2,1,2,4,4,2,4,,2,,2,2,2,1,,,,1,,,4,1,2,,2,,,,1,3,,2,2,3,1,,,1,3,6,2,1,1,3,2,2,,1,2,2,1,3,1,2,1,2,2,,2,3,1,6,2,1,1,2,2,2,1.553454395619067,1.2306317638822515
202201011076,2024-04-09T19:04:23Z,2024-04-09T19:20:53Z,2,1,1,2,1,1,2,1,1,,,,,,,1,1,,1,1,2,,5,5,5,5,5,1,1,1,1,1,2,1,1,,,,2,2,1,1,1,,,,1,3,5,1,1,1,1,2,,,,1,2,3,,1,,1,,2,,2,1,3,,,1,1,1,,,,1,3,,,1,4,2,,,,,,,1,2,1,1,1,1,5,,2,,1,2,1,2,,,,1,,,1,1,1,2,,,,,1,1,,1,1,2,1,,,1,2,3,1,3,1,1,5,2,,1,2,2,1,1,2,2,2,2,2,,2,4,1,8,4,1,2,2,2,2,0.3435073347221811,0.5468292613505202
202201011093,2024-04-10T21:17:32Z,2024-04-10T21:33:53Z,2,1,1,2,2,2,2,3,2,,,,,,,2,2,,3,1,1,,3,2,4,5,4,4,4,4,4,4,2,2,1,,,,1,2,1,2,1,,,,1,1,3,3,1,2,1,2,,,,3,1,2,,2,,2,,2,,1,4,5,,,2,1,2,,,,1,1,,,2,3,3,,,,,,,1,2,2,1,2,2,3,,2,,2,2,1,2,,,,3,,,2,2,1,1,,,,,4,1,,1,2,1,1,,,1,3,5,1,3,2,2,3,1,4,4,2,3,4,6,1,1,1,3,2,,2,3,1,9,3,1,2,3,1,,0.24644705507441178,
202201011149,2024-04-09T18:50:19Z,2024-04-09T19:22:09Z,1,1,2,,,,,,,3,3,1,3,2,2,1,2,2,,1,2,,3,2,3,5,5,2,2,1,1,1,2,,,1,1,2,,3,,,,2,2,1,1,1,4,2,1,,,,1,2,2,,2,,2,1,1,,2,,3,,,,1,1,,,,3,3,4,,,1,2,2,1,,1,1,1,1,1,1,,1,2,1,3,1,,3,2,,1,,,,2,1,1,,3,1,,,,,,2,,2,,,1,1,2,,,1,2,1,3,7,2,3,2,2,4,1,1,1,1,3,1,1,1,1,1,4,2,,2,4,1,2,4,1,2,1,2,2,0.17353894044695375,0.5211205683285438
202201011159,2024-04-09T19:06:51Z,2024-04-09T19:16:48Z,2,1,2,,,,,,,1,1,1,2,2,3,1,1,1,,1,2,,5,5,5,5,5,2,3,1,1,1,2,,,1,1,2,,2,,,,1,2,1,1,1,5,1,1,,,,1,1,2,,1,,1,1,1,,2,,1,,,,4,3,,,,4,4,5,,,1,2,1,1,,1,1,2,1,2,2,,2,1,1,1,1,,5,1,1,,,,,2,2,1,,1,1,,,,,,2,,2,,,4,1,2,,,3,1,1,3,6,1,4,1,1,6,2,,1,2,2,1,5,1,2,1,5,2,,2,3,1,3,3,1,1,2,2,,0.07092007306403636,
202201011228,2024-04-09T18:07:48Z,2024-04-09T18:16:57Z,2,1,1,2,2,3,2,3,1,,,,,,,2,1,,1,4,,,1,2,3,1,1,5,3,5,5,5,2,2,2,,,,2,3,2,1,2,,,,2,2,2,5,2,1,2,1,,,,5,1,3,,4,,1,,2,,2,5,5,,,5,5,3,,,,1,3,,,4,4,1,,,,,,,1,2,4,5,99,5,1,,1,1,,1,1,1,,,,2,,,5,1,2,,1,,,,1,3,,1,6,1,2,,,1,2,4,2,3,1,1,5,2,,1,99,99,1,2,10,,3,6,4,99,9,9,3,99,99,1,2,99,,,0.7377325108998251,0.9865367466538204
